!EXCLAMATION-POINT	ĔKS-klŭ-ˈMĀ-shŭn-POYNT
"CLOSE-QUOTE	ˈKLŌZ-ˈKWŌT
"DOUBLE-QUOTE	ˈDŬ-bŭl-ˈKWŌT
ACCENTUATES	ăk-ˈSĔN-cho͞o-ĀTS
ACCENTUATING	ăk-ˈSĔN-cho͞o-Ā-tĭng
ACCEPT	ăk-ˈSĔPT
ACCEPT(1)	ŭk-ˈSĔPT
ACCEPTABILITY	ŭk-SĔP-tŭ-ˈBĬ-lŭ-tē
ACCEPTABLE	ăk-ˈSĔP-tŭ-bŭl
ACCEPTABLE(1)	ŭk-ˈSĔP-tŭ-bŭl
ACCEPTABLY	ăk-ˈSĔP-tŭ-blē
ACCEPTABLY(1)	ŭk-ˈSĔP-tŭ-blē
ACCEPTANCE	ăk-ˈSĔP-tŭns
ACCEPTANCE(1)	ŭk-ˈSĔP-tŭns
ACCEPTANCES	ăk-ˈSĔP-tŭn-sĭz
ACCEPTED	ăk-ˈSĔP-tĭd
ACCEPTING	ăk-ˈSĔP-tĭng
ACCEPTING(1)	ŭk-ˈSĔP-tĭng
ACCEPTS	ăk-ˈSĔPTS
ACCESS	ˈĂK-SĔS
ACCESSED	ˈĂK-SĔST
ACCESSIBILITY	ĂK-sĕ-sŭ-ˈBĬ-lĭ-tē
ACCESSIBLE	ăk-ˈSĔ-sŭ-bŭl
ACCESSING	ˈĂK-SĔ-sĭng
ACCESSION	ŭk-ˈSĔ-shŭn
ACCESSORIES	ăk-ˈSĔ-sur-ēz
ACCESSORIZE	ăk-ˈSĔ-sur-ĪZ
ACCESSORIZED	ăk-ˈSĔ-sur-ĪZD
ACCESSORY	ăk-ˈSĔ-sur-ē
ACCETTA	ŏ-ˈCHĔ-tŭ
ACCIDENT	ˈĂK-sŭ-dŭnt
ACCIDENT'S	ˈĂK-sŭ-dŭnts
ACCIDENTAL	ĂK-sŭ-ˈDĔN-tŭl
ACCIDENTAL(1)	ĂK-sŭ-ˈDĔ-nŭl
ACCIDENTALLY	ĂK-sŭ-ˈDĔN-tŭ-lē
ACCIDENTALLY(1)	ĂK-sŭ-ˈDĔ-nŭ-lē
ACCIDENTLY	ˈĂK-sŭ-dŭnt-lē
ACCIDENTS	ˈĂK-sŭ-dŭnts
ACCION	ˈĂ-chē-ŭn
ACCIVAL	ˈĂ-sĭ-VŎL
ACCLAIM	ŭ-ˈKLĀM
ACCLAIM'S	ŭ-ˈKLĀMZ
ACCLAIMED	ŭ-ˈKLĀMD
ACCLAIMING	ŭ-ˈKLĀ-mĭng
ACCLAIMS	ŭ-ˈKLĀMZ
ACCLAMATION	Ă-klŭ-ˈMĀ-shŭn
ACCLIMATE	ˈĂ-klŭ-MĀT
ACCLIMATED	ˈĂ-klŭ-MĀ-tĭd
ACCLIMATION	Ă-klŭ-ˈMĀ-shŭn
ACCO	ˈĂ-kō
ACCOKEEK	ˈĂ-kō-kēk
ACCOLA	ŏ-ˈKŌ-lŭ
ACCOLADE	ˈĂ-kŭ-LĀD
ACCOLADES	ˈĂ-kŭ-LĀDZ
ACCOMANDO	ŏ-kō-ˈMŎN-dō
ACCOMMODATE	ŭ-ˈKŎ-mŭ-DĀT
ACCOMMODATED	ŭ-ˈKŎ-mŭ-DĀ-tŭd
ACCOMMODATES	ŭ-ˈKŎ-mŭ-DĀTS
ACCOMMODATING	ŭ-ˈKŎ-mŭ-DĀ-tĭng
ACCOMMODATION	ŭ-KŎ-mŭ-ˈDĀ-shŭn
ACCOMMODATIONS	ŭ-KŎ-mŭ-ˈDĀ-shŭnz
ACCOMMODATIVE	ŭ-ˈKŎ-mŭ-DĀ-tĭv
ACCOMPANIED	ŭ-ˈKŬM-pŭ-nēd
ACCOMPANIES	ŭ-ˈKŬM-pŭ-nēz
ACCOMPANIMENT	ŭ-ˈKŬMP-nĭ-mŭnt
ACCOMPANIMENT(1)	ŭ-ˈKŬMP-nē-mŭnt
ACCOMPANIMENTS	ŭ-ˈKŬMP-nĭ-mŭnts
ACCOMPANIMENTS(1)	ŭ-ˈKŬMP-nē-mŭnts
ACCOMPANIST	ŭ-ˈKŬM-pŭ-nŭst
ACCOMPANY	ŭ-ˈKŬM-pŭ-nē
ACCOMPANYING	ŭ-ˈKŬM-pŭ-nē-ĭng
ACCOMPLI	Ŏ-ˈKŎM-plē
ACCOMPLI(1)	ŭ-ˈKŎM-plē
ACCOMPLICE	ŭ-ˈKŎM-plŭs
ACCOMPLICES	ŭ-ˈKŎM-plŭ-sŭz
ACCOMPLISH	ŭ-ˈKŎM-plĭsh
ACCOMPLISHED	ŭ-ˈKŎM-plĭsht
ACCOMPLISHES	ŭ-ˈKŎM-plĭ-shĭz
ACCOMPLISHING	ŭ-ˈKŎM-plĭ-shĭng
ACCOMPLISHMENT	ŭ-ˈKŎM-plĭsh-mŭnt
ACCOMPLISHMENTS	ŭ-ˈKŎM-plĭsh-mŭnts
ACCOR	ˈĂ-KŎR
ACCOR'S	ˈĂ-kurz
ACCORD	ŭ-ˈKŎRD
ACCORD'S	ŭ-ˈKŎRDZ
ACCORDANCE	ŭ-ˈKŎR-dŭns
ACCORDED	ŭ-ˈKŎR-dĭd
ACCORDING	ŭ-ˈKŎR-dĭng
ACCORDINGLY	ŭ-ˈKŎR-dĭn-glē
ACCORDION	ŭ-ˈKŎR-dē-ŭn
ACCORDIONS	ŭ-ˈKŎR-dē-ŭnz
ACCORDS	ŭ-ˈKŎRDZ
ACCOST	ŭ-ˈKŎST
ACCOSTED	ŭ-ˈKŎ-stŭd
ACCOSTING	ŭ-ˈKŎ-stĭng
ACCOUNT	ŭ-ˈKOWNT
ACCOUNT'S	ŭ-ˈKOWNTS
ACCOUNTABILITY	ŭ-ˈKOWN-tŭ-BĬ-lĭ-tē
ACCOUNTABLE	ŭ-ˈKOWN-tŭ-bŭl
ACCOUNTANCY	ŭ-ˈKOWN-tŭnt-SĒ
ACCOUNTANT	ŭ-ˈKOWN-tŭnt
ACCOUNTANT'S	ŭ-ˈKOWN-tŭnts
ACCOUNTANTS	ŭ-ˈKOWN-tŭnts
ACCOUNTANTS'	ŭ-ˈKOWN-tŭnts
ACCOUNTED	ŭ-ˈKOWN-tĭd
ACCOUNTEMP	ŭ-ˈKOWN-TĔMP
ACCOUNTEMPS	ŭ-ˈKOWN-TĔMPS
ACCOUNTING	ŭ-ˈKOWN-tĭng
ACCOUNTING(1)	ŭ-ˈKOW-nĭng
ACCOUNTS	ŭ-ˈKOWNTS
ACCOUTERMENT	ŭ-ˈKO͞O-tur-mŭnt
ACCOUTERMENTS	ŭ-ˈKO͞O-tur-mŭnts
ACCOUTREMENT	ŭ-ˈKO͞O-tur-mŭnt
ACCOUTREMENTS	ŭ-ˈKO͞O-tur-mŭnts
ACCRA	ˈŎ-KRŎ
ACCREDIT	ŭ-ˈKRĔ-DĬT
ACCREDITATION	ŭ-KRĔ-dŭ-ˈTĀ-shŭn
ACCREDITATIONS	ŭ-KRĔ-dŭ-ˈTĀ-shŭnz
ACCREDITED	ŭ-ˈKRĔ-dĭ-tĭd
ACCREDITING	ŭ-ˈKRĔ-dŭ-tĭng
ACCRETED	ŭ-ˈKRĒ-tĭd
ACCRETION	ŭ-ˈKRĒ-shŭn
ACCRUAL	ŭ-ˈKRO͞O-ŭl
ACCRUALS	ŭ-ˈKRO͞O-ŭlz
ACCRUE	ŭ-ˈKRO͞O
ACCRUED	ŭ-ˈKRO͞OD
ACCRUES	ŭ-ˈKRO͞OZ
ACCRUING	ŭ-ˈKRO͞O-ĭng
ACCU	ˈĂ-kyo͞o
ACCUHEALTH	ˈĂ-kyo͞o-HĔLTH
ACCUMULATE	ŭ-ˈKYO͞OM-yŭ-LĀT
ACCUMULATED	ŭ-ˈKYO͞OM-yŭ-LĀ-tĭd
ACCUMULATES	ŭ-ˈKYO͞OM-yŭ-LĀTS
ACCUMULATING	ŭ-ˈKYO͞OM-yŭ-LĀ-tĭng
ACCUMULATION	ŭ-KYO͞OM-yŭ-ˈLĀ-shŭn
ACCUMULATIONS	ŭ-KYO͞OM-yŭ-ˈLĀ-shŭnz
ACCUMULATIVE	ŭ-ˈKYO͞OM-yŭ-LĀ-tĭv
ACCUMULATIVELY	ŭ-ˈKYO͞OM-yŭ-LĀ-tĭv-lē
ACCUMULATIVELY(1)	ŭ-ˈKYO͞OM-yŭ-lŭ-TĬV-lē
ACCUMULATOR	ŭ-ˈKYO͞OM-yŭ-LĀ-tur
ACCUMULATORS	ŭ-ˈKYO͞OM-yŭ-LĀ-turz
ACCURACIES	ˈĂK-yur-ŭ-sēz
ACCURACY	ˈĂK-yur-ŭ-sē
ACCURATE	ˈĂK-yur-ŭt
ACCURATELY	ˈĂK-yur-ŭt-lē
ACCURAY	ˈĂK-yur-Ā
ACCURAY'S	ˈĂK-yur-ĀZ
ACCURIDE	ˈĂK-yur-ĪD
ACCURSO	ŏ-ˈKO͝OR-sō
ACCUSATION	ĂK-yŭ-ˈZĀ-shŭn
ACCUSATION(1)	Ă-kyo͞o-ˈZĀ-shŭn
ACCUSATIONS	ĂK-yŭ-ˈZĀ-shŭnz
ACCUSATIONS(1)	Ă-kyo͞o-ˈZĀ-shŭnz
ACCUSATIVE	ŭ-ˈKYO͞O-zŭ-tĭv
ACCUSATORY	ŭ-ˈKYO͞O-zŭ-TŎ-rē
ACCUSE	ŭ-ˈKYO͞OZ
ACCUSED	ŭ-ˈKYO͞OZD
ACCUSER	ŭ-ˈKYO͞O-zur
ACCUSERS	ŭ-ˈKYO͞O-zurz
ACCUSES	ŭ-ˈKYO͞O-zĭz
ACCUSING	ŭ-ˈKYO͞O-zĭng
ACCUSINGLY	ŭ-ˈKYO͞O-zĭn-glē
ACCUSTOM	ŭ-ˈKŬ-stŭm
ACCUSTOMED	ŭ-ˈKŬ-stŭmd
ACCUTANE	ˈĂ-kyo͞o-TĀN
ACE	ˈĀS
ACECOMM	ˈĀ-skŏm
ACED	ˈĀST
ACER	ˈĀ-sur
ACERBIC	ŭ-ˈSĔR-bĭk
ACERO	ŭ-ˈSĔ-rō
ACERO(1)	ŭs-ˈYĔ-rō
ACERO(2)	ŭ-ˈTHĔ-rō
ACERRA	ŭ-ˈSĔ-rŭ
ACES	ˈĀ-sĭz
ACETAMINOPHEN	ŭ-SĒ-tŭ-ˈMĬ-nŭ-fŭn
ACETATE	ˈĂ-sŭ-TĀT
ACETIC	ŭ-ˈSĔ-tĭk
ACETIC(1)	ŭ-ˈSĒ-tĭk
ACETO	ŏ-ˈSĔ-tō
ACETOCHLOR	ŏ-ˈSĔ-tō-KLŎR
ACETONE	ˈĂ-sŭ-TŌN
ACETOSYRINGONE	ŭ-SĔ-tō-ˈSĬ-rĭng-gŏn
ACETYLCHOLINE	ŭ-SĔ-tŭl-ˈKŌ-lēn
ACETYLCHOLINE(1)	ŭ-SĒ-tŭl-ˈKŌ-lēn
ACETYLENE	ŭ-ˈSĔ-tŭ-LĒN
ACEVEDO	ă-sŭ-ˈVĀ-dō
ACEVES	ŏ-ˈSĀ-vĕs
ACEY	ˈĀ-sē
ACHAEAN	ŭ-ˈCHĒ-ŭn
ACHATZ	ˈĂ-kŭts
ACHE	ˈĀK
ACHEBE	ŏ-ˈCHĀ-bē
ACHED	ˈĀKT
ACHEE	ŭ-ˈCHĒ
ACHENBACH	ˈĂ-kĭn-bŏk
ACHENBAUM	ˈĂ-kŭn-BOWM
ACHES	ˈĀKS
ACHESON	ˈĂ-chŭ-sŭn
ACHESON'S	ˈĂ-chŭ-sŭnz
ACHESONS	ˈĂ-chŭ-sŭnz
ACHEY	ˈĂ-chē
ACHIEVA	ŭ-ˈCHĒ-vŭ
ACHIEVABLE	ŭ-ˈCHĒ-vŭ-bŭl
ACHIEVE	ŭ-ˈCHĒV
ACHIEVED	ŭ-ˈCHĒVD
ACHIEVEMENT	ŭ-ˈCHĒV-mŭnt
ACHIEVEMENTS	ŭ-ˈCHĒV-mŭnts
ACHIEVER	ŭ-ˈCHĒ-vur
ACHIEVERS	ŭ-ˈCHĒ-vurz
ACHIEVES	ŭ-ˈCHĒVZ
ACHIEVING	ŭ-ˈCHĒ-vĭng
ACHILLE	ŭ-ˈKĬ-lē
ACHILLES	ŭ-ˈKĬ-lēz
ACHILLES'	ŭ-ˈKĬ-lēz
ACHING	ˈĀ-kĭng
ACHINGLY	ˈĀ-kĭn-glē
ACHMED	ˈŎH-mĕd
ACHOA	ŭ-ˈCHŌ-ŭ
ACHOA'S	ŭ-ˈCHŌ-ŭz
ACHOO	Ŏ-ˈCHO͞O
ACHOR	ˈĀ-kur
ACHORD	ˈĂ-kŏrd
ACHORN	ˈĂ-kurn
ACHTENBERG	ˈĂK-tĕn-burg
ACHTERBERG	ˈĂK-tur-burg
ACHY	ˈĀ-kē
ACID	ˈĂ-sŭd
ACIDIC	ŭ-ˈSĬ-dĭk
ACIDIFICATION	ŭ-SĬ-dŭ-fŭ-ˈKĀ-shŭn
ACIDIFIED	ŭ-ˈSĬ-dŭ-FĪD
ACIDIFIES	ŭ-ˈSĬ-dŭ-FĪZ
ACIDIFY	ŭ-ˈSĬ-dŭ-FĪ
ACIDITY	ŭ-ˈSĬ-dŭ-tē
ACIDLY	ˈĂ-sŭd-lē
ACIDOSIS	Ă-sŭ-ˈDŌ-sŭs
ACIDS	ˈĂ-sŭdz
ACIDURIA	Ă-sŭ-ˈDO͝O-rē-ŭ
ACIERNO	ŏ-ˈSĬR-nō
ACK	ˈĂK
ACKER	ˈĂ-kur
ACKER'S	ˈĂ-kurz
ACKERLEY	ˈĂ-kur-lē
ACKERLY	ˈĂ-kur-lē
ACKERMAN	ˈĂ-kur-mŭn
ACKERMANN	ˈĂ-kur-mŭn
ACKERMANVILLE	ˈĂ-kur-mŭn-vĭl
ACKERSON	ˈĂ-kur-sŭn
ACKERT	ˈĂ-kurt
ACKHOUSE	ˈĂK-HOWS
ACKLAND	ˈĂ-klŭnd
ACKLES	ˈĂ-kŭlz
ACKLEY	ˈĂ-klē
ACKLIN	ˈĂ-klĭn
ACKMAN	ˈĂK-mŭn
ACKNOWLEDGE	ăk-ˈNŎ-lĭj
ACKNOWLEDGEABLE	ăk-ˈNŎ-lĭ-jŭ-bŭl
ACKNOWLEDGED	ăk-ˈNŎ-lĭjd
ACKNOWLEDGEMENT	ăk-ˈNŎ-lĭj-mŭnt
ACKNOWLEDGEMENTS	ăk-ˈNŎ-lĭj-mŭnts
ACKNOWLEDGES	ăk-ˈNŎ-lĭ-jĭz
ACKNOWLEDGING	ăk-ˈNŎ-lĭ-jĭng
ACKNOWLEDGMENT	ăk-ˈNŎ-lĭj-mŭnt
ACKROYD	ˈĂ-KROYD
ACKROYD'S	ˈĂ-KROYDZ
ACMAT	ˈĂK-măt
ACMAT'S	ˈĂK-măts
ACME	ˈĂK-mē
ACME'S	ˈĂK-mēz
ACNE	ˈĂK-nē
ACOCELLA	ŏ-kō-ˈCHĔ-lŭ
ACOFF	ˈĂ-kŏf
ACOG	ŭ-ˈKŎG
ACOLYTE	ˈĂ-kŭ-LĪT
ACOLYTES	ˈĂ-kŭ-LĪTS
ACORD	ŭ-ˈKŎRD
ACORDIA	ŭ-ˈKŎR-dē-ŭ
ACORN	ˈĀ-kŏrn
ACORN'S	ˈĀ-kŏrnz
ACORNS	ˈĀ-kŏrnz
ACOSTA	ŭ-ˈKŎ-stŭ
ACOTT	ˈĀ-kŏt
ACOUSTIC	ŭ-ˈKO͞O-stĭk
ACOUSTICAL	ŭ-ˈKO͞O-stĭ-kŭl
ACOUSTICALLY	ŭ-ˈKO͞O-stĭ-klē
ACOUSTICS	ŭ-ˈKO͞O-stĭks
ACQUAINT	ŭ-ˈKWĀNT
ACQUAINTANCE	ŭ-ˈKWĀN-tŭns
ACQUAINTANCES	ŭ-ˈKWĀN-tŭn-sĭz
ACQUAINTANCESHIP	ŭ-ˈKWĀN-tŭns-shĭp
ACQUAINTED	ŭ-ˈKWĀN-tĭd
ACQUAINTED(1)	ŭ-ˈKWĀ-nĭd
ACQUAVIVA	ŏ-kwŏ-ˈVĒ-vŭ
ACQUIESCE	Ă-kwē-ˈĔS
ACQUIESCED	Ă-kwē-ˈĔST
ACQUIESCENCE	Ă-kwē-ˈĔ-sŭns
ACQUIESCING	Ă-kwē-ˈĔ-sĭng
ACQUIRE	ŭ-ˈKWĪ-ur
ACQUIRED	ŭ-ˈKWĪ-urd
ACQUIRER	ŭ-ˈKWĪ-ur-ur
ACQUIRER'S	ŭ-ˈKWĪ-ur-urz
ACQUIRERS	ŭ-ˈKWĪ-ur-urz
ACQUIRES	ŭ-ˈKWĪ-urz
ACQUIRING	ŭ-ˈKWĪ-rĭng
ACQUIRING(1)	ŭ-ˈKWĪ-ur-ĭng
ACQUISITION	Ă-kwŭ-ˈZĬ-shŭn
ACQUISITION'S	Ă-kwŭ-ˈZĬ-shŭnz
ACQUISITIONS	Ă-kwŭ-ˈZĬ-shŭnz
ACQUISITIVE	ŭ-ˈKWĬ-zŭ-tĭv
ACQUIT	ŭ-ˈKWĬT
ACQUITAINE	ˈĂ-kwĭ-TĀN
ACQUITS	ŭ-ˈKWĬTS
ACQUITTAL	ŭ-ˈKWĬ-tŭl
ACQUITTALS	ŭ-ˈKWĬ-tŭlz
ACQUITTED	ŭ-ˈKWĬ-tĭd
ACQUITTING	ŭ-ˈKWĬ-tĭng
ACRE	ˈĀ-kur
ACREAGE	ˈĀ-kŭ-rĭj
ACREAGE(1)	ˈĀ-krĭj
ACREE	ŭ-ˈKRĒ
ACRES	ˈĀ-kurz
ACREY	ˈĂ-krē
ACRI	ˈŎ-krē
ACRID	ˈĂ-krĭd
ACRIMONIOUS	Ă-krŭ-ˈMŌ-nē-ŭs
ACRIMONY	ˈĂ-krĭ-MŌ-nē
ACRO	ˈĂ-krō
ACROBAT	ˈĂ-krŭ-BĂT
ACROBATIC	Ă-krŭ-ˈBĂ-tĭk
ACROBATICS	Ă-krŭ-ˈBĂ-tĭks
ACROBATS	ˈĂ-krŭ-BĂTS
ACROLEIN	ˈĂ-krō-LĒN
ACRONYM	ˈĂ-krŭ-nĭm
ACRONYMS	ˈĂ-krŭ-nĭmz
ACROPOLIS	ŭ-ˈKRŎ-pŭ-lŭs
ACROSS	ŭ-ˈKRŎS
ACRYLIC	ŭ-ˈKRĬ-lĭk
ACRYLICS	ŭ-ˈKRĬ-lĭks
ACT	ˈĂKT
ACT'S	ˈĂKTS
ACTAVA	ĂK-ˈTŎ-vŭ
ACTAVA'S	ĂK-ˈTŎ-vŭz
ACTAVAS	ĂK-ˈTŎ-vŭz
ACTED	ˈĂK-tĭd
ACTEL	ˈĂK-tĕl
ACTIGALL	ˈĂK-tĭ-gŏl
ACTIN	ˈĂK-tŭn
ACTING	ˈĂK-tĭng
ACTINIDE	ˈĂK-tĭ-NĪD
ACTINIDIA	ĂK-tĭ-ˈNĬ-dē-ŭ
ACTINOMYCOSIS	ĂK-TĬ-nō-MĪ-ˈKŌ-sĭs
ACTION	ˈĂK-shŭn
ACTION'S	ˈĂK-shŭnz
ACTIONABLE	ˈĂK-shŭ-nŭ-bŭl
ACTIONS	ˈĂK-shŭnz
ACTIVASE	ˈĂK-tĭ-VĀZ
ACTIVATE	ˈĂK-tŭ-VĀT
ACTIVATED	ˈĂK-tĭ-VĀ-tĭd
ACTIVATES	ˈĂK-tŭ-VĀTS
ACTIVATING	ˈĂK-tŭ-VĀ-tĭng
ACTIVATION	ĂK-tŭ-ˈVĀ-shŭn
ACTIVATOR	ˈĂK-tŭ-VĀ-tur
ACTIVE	ˈĂK-tĭv
ACTIVE'S	ˈĂK-tĭvz
ACTIVELY	ˈĂK-tĭv-lē
ACTIVES	ˈĂK-tĭvz
ACTIVISION	ˈĂK-tĭ-VĬ-zhŭn
ACTIVISM	ˈĂK-tĭ-VĬ-zŭm
ACTIVIST	ˈĂK-tĭ-vĭst
ACTIVISTS	ˈĂK-tĭ-vĭsts
ACTIVISTS'	ˈĂK-tĭ-vĭsts
ACTIVITIES	ăk-ˈTĬ-vĭ-tēz
ACTIVITY	ăk-ˈTĬ-vĭ-tē
ACTMEDIA	ăkt-ˈMĒ-dē-ŭ
ACTODINE	ˈĂK-tō-DĪN
ACTON	ˈĂK-tŭn
ACTOR	ˈĂK-tur
ACTOR'S	ˈĂK-turz
ACTORS	ˈĂK-turz
ACTORS'	ˈĂK-turz
ACTRESS	ˈĂK-trŭs
ACTRESS'S	ˈĂK-trŭ-sĭz
ACTRESSES	ˈĂK-trŭ-sĭz
ACTS	ˈĂKTS
ACTS(1)	ˈĂKS
ACTUAL	ˈĂK-chŭ-wŭl
ACTUAL(1)	ˈĂK-shŭl
ACTUALITY	ĂK-cho͞o-ˈĂ-lŭ-TĒ
ACTUALIZE	ˈĂK-CHO͞O-ŭ-LĪZ
ACTUALLY	ˈĂK-CHO͞O-ŭ-lē
ACTUALLY(1)	ˈĂKCH-lē
ACTUALLY(2)	ˈĂK-shŭ-lē
ACTUARIAL	ĂK-CHO͞O-ˈĔ-rē-ŭl
ACTUARIES	ˈĂK-CHO͞O-ˈĔ-RĒZ
ACTUARY	ˈĂK-cho͞o-ˈĔ-RĒ
ACTUATE	ˈĂK-CHO͞O-ˈĀT
ACTUATOR	ˈĂKT-yo͞o-Ā-tur
ACTUATOR(1)	ˈĂK-cho͞o-Ā-tur
ACTUATORS	ˈĂKT-yo͞o-Ā-turz
ACTUATORS(1)	ˈĂK-cho͞o-Ā-turz
ACTUS	ˈĂK-tŭs
ACUFF	ŭ-ˈKŬF
ACUITY	ŭ-ˈKYO͞O-ŭ-tē
ACUMEN	ŭ-ˈKYO͞O-mŭn
ACUNA	ŏ-ˈKO͞O-nŭ
ACUPUNCTURE	ˈĂ-kyo͞o-PŬNGK-chur
ACURA	ˈĂK-yur-ŭ
ACURA'S	ˈĂK-yur-ŭz
ACURAS	ˈĂK-yur-ŭz
ACUSON	Ă-ˈKYO͞O-sŭn
ACUSTAR	ˈĂ-kyo͞o-STŎR
ACUSYST	ˈĂ-kyo͞o-sĭst
ACUTE	ŭ-ˈKYO͞OT
ACUTELY	ŭ-ˈKYO͞OT-lē
ACUTENESS	ŭ-ˈKYO͞OT-nŭs
ACYCLOVIR	ŭ-ˈSĬ-klō-VĬR
AD	ˈĂD
AD'S	ˈĂDZ
AD-HOC	ˈĂD-ˈHŎK
AD-LIB	ˈĂD-ˈLĬB
AD-NAUSEAM	ˈĂD-ˈNŎ-zē-ŏm
AD-NAUSEUM	ˈĂD-ˈNŎ-zē-ŭm
ADA	ˈĀ-dŭ
ADA'S	ˈĀ-dŭz
ADABEL	ˈĂ-dŭ-bĕl
ADABELLE	ˈĂ-dŭ-bŭl
ADACHI	ŏ-ˈDŎ-kē
ADAGE	ˈĂ-dŭj
ADAGIO	ŭ-ˈDŎ-zhē-Ō
ADAH	ˈĂ-dŏ
ADAIR	ŭ-ˈDĔR
ADAIRE	ŏ-ˈDĔR
ADAK	ŭ-ˈDĂK
ADALAH	ŏ-ˈDŎ-lŭ
ADALIA	ŏ-ˈDŎ-lē-ŭ
ADAM	ˈĂ-dŭm
ADAM'S	ˈĂ-dŭmz
ADAMANT	ˈĂ-dŭ-mŭnt
ADAMANTLY	ˈĂ-dŭ-mŭnt-lē
ADAMCIK	ˈŎ-dŭm-chĭk
ADAMCZAK	ˈŎ-dŭm-chăk
ADAMCZYK	ˈŎ-dŭm-chĭk
ADAME	ŏ-ˈDŎ-mē
ADAMEC	ŭ-ˈDŎ-mĕk
ADAMEK	ŭ-ˈDŎ-mĕk
ADAMES	ŭ-ˈDĀMZ
ADAMI	ŏ-ˈDŎ-mē
ADAMIK	ŭ-ˈDŎ-mĭk
ADAMINA	ŏ-dŏ-ˈMĒ-nŭ
ADAMKUS	ˈĂ-dŭm-kŭs
ADAMO	ŏ-ˈDŎ-mō
ADAMOWICZ	ŭ-ˈDŎ-mŭ-vĭch
ADAMS	ˈĂ-dŭmz
ADAMS'	ˈĂ-dŭmz
ADAMS'S	ˈĂ-dŭm-zĭz
ADAMSKI	ŭ-ˈDĂM-SKĒ
ADAMSON	ˈĂ-dŭm-sŭn
ADAMSTOWN	ˈĂ-dŭm-STOWN
ADAN	ˈĀ-dŭn
ADAPSO	ŭ-ˈDĂP-sō
ADAPT	ŭ-ˈDĂPT
ADAPTABILITY	ŭ-DĂP-tŭ-ˈBĬ-lŭ-tē
ADAPTABLE	ŭ-ˈDĂP-tŭ-bŭl
ADAPTAPLEX	ŭ-ˈDĂP-tŭ-PLĔKS
ADAPTATION	Ă-dŭp-ˈTĀ-shŭn
ADAPTATIONS	Ă-dăp-ˈTĀ-shŭnz
ADAPTATIONS(1)	Ă-dŭp-ˈTĀ-shŭnz
ADAPTEC	ŭ-ˈDĂP-TĔK
ADAPTEC'S	ŭ-ˈDĂP-TĔKS
ADAPTED	ŭ-ˈDĂP-tĭd
ADAPTER	ŭ-ˈDĂP-tur
ADAPTERS	ŭ-ˈDĂP-turz
ADAPTING	ŭ-ˈDĂP-tĭng
ADAPTIVE	ŭ-ˈDĂP-tĭv
ADAPTOR	ŭ-ˈDĂP-tur
ADAPTORS	ŭ-ˈDĂP-turz
ADAPTS	ŭ-ˈDĂPTS
ADAR	ŭ-ˈDŎR
ADARAND	ˈĂ-dŭ-RĂND
ADAS	ˈĀ-dŭz
ADAY	ŭ-ˈDĀ
ADAZA	ŭ-ˈDŎ-zŭ
ADCOCK	ŭd-ˈKŎK
ADCOX	ŭd-ˈKŎKS
ADD	ˈĂD
ADDAIR	ŭ-ˈDĔR
ADDAMS	ˈĂ-dŭmz
ADDED	ˈĂ-dĭd
ADDENDUM	ŭ-ˈDĔN-dŭm
ADDENDUMS	ŭ-ˈDĔN-dŭmz
ADDEO	ˈŎ-dē-ō
ADDER	ˈĂ-dur
ADDERLEY	ŭ-ˈDUR-lē
ADDICKS	ˈĂ-dĭks
ADDICT	ŭ-ˈDĬKT
ADDICT(1)	ˈĂ-DĬKT
ADDICTED	ŭ-ˈDĬK-tĭd
ADDICTING	ŭ-ˈDĬK-tĭng
ADDICTION	ŭ-ˈDĬK-shŭn
ADDICTIONS	ŭ-ˈDĬK-shŭnz
ADDICTIVE	ŭ-ˈDĬK-tĭv
ADDICTS	ŭ-ˈDĬKTS
ADDICTS(1)	ˈĂ-DĬKTS
ADDIDAS	ŭ-ˈDĒ-dŭs
ADDIDAS'	ŭ-ˈDĒ-dŭs
ADDIDAS'S	ŭ-ˈDĒ-dŭ-sĭz
ADDIDASES	ŭ-ˈDĒ-dŭ-sĭz
ADDIE	ˈĂ-dē
ADDING	ˈĂ-dĭng
ADDINGTON	ˈĂ-dĭng-tŭn
ADDIS	ˈŎ-dĭs
ADDIS-ABABA	ˈŎ-dĭ-sŭ-ˈBŎ-bŏ
ADDIS-ABABA(1)	ˈŎ-dē-sŭ-ˈBŎ-bŏ
ADDISON	ˈĂ-dĭ-sŭn
ADDISON'S	ˈĂ-dĭ-sŭnz
ADDITION	ŭ-ˈDĬ-shŭn
ADDITIONAL	ŭ-ˈDĬ-shŭ-nŭl
ADDITIONALLY	ŭ-ˈDĬ-shŭ-NŬ-lē
ADDITIONS	ŭ-ˈDĬ-shŭnz
ADDITIVE	ˈĂ-dĭ-tĭv
ADDITIVES	ˈĂ-dĭ-tĭvz
ADDLE	ˈĂ-dŭl
ADDLED	ˈĂ-dŭld
ADDLEMAN	ˈĂ-dŭl-mŭn
ADDRESS	ˈĂ-DRĔS
ADDRESS(1)	ă-ˈDRĔS
ADDRESSABLE	ă-ˈDRĔ-sŭ-bŭl
ADDRESSED	ŭ-ˈDRĔST
ADDRESSEE	Ă-drĕ-ˈSĒ
ADDRESSES	ˈĂ-ˈDRĔ-sĭz
ADDRESSES(1)	ă-ˈDRĔ-sĭz
